id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
513873.0;1127733.0;2023-03-31;sexta-feira;10:00:00;RN;101.0;96;NATAL;Não;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;906229.0;Automóvel;RENAULT/SANDERO DYNA 16;2014.0;Condutor;Ileso;40.0;Masculino;1.0;0.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
513873.0;1127738.0;2023-03-31;sexta-feira;10:00:00;RN;101.0;96;NATAL;Não;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;906229.0;Automóvel;RENAULT/SANDERO DYNA 16;2014.0;Passageiro;Lesões Leves;29.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
513873.0;1128146.0;2023-03-31;sexta-feira;10:00:00;RN;101.0;96;NATAL;Não;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;906229.0;Automóvel;RENAULT/SANDERO DYNA 16;2014.0;Passageiro;Lesões Leves;60.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
513873.0;1127736.0;2023-03-31;sexta-feira;10:00:00;RN;101.0;96;NATAL;Não;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;906233.0;Automóvel;HONDA/CIVIC LXR;2014.0;Condutor;Ileso;32.0;Masculino;1.0;0.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
513873.0;1125835.0;2023-03-31;sexta-feira;10:00:00;RN;101.0;96;NATAL;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;906227.0;Automóvel;TOYOTA/ETIOS SD XPLUS AT;2018.0;Condutor;Lesões Leves;61.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
513873.0;1127733.0;2023-03-31;sexta-feira;10:00:00;RN;101.0;96;NATAL;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;906229.0;Automóvel;RENAULT/SANDERO DYNA 16;2014.0;Condutor;Ileso;40.0;Masculino;1.0;0.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
513873.0;1127738.0;2023-03-31;sexta-feira;10:00:00;RN;101.0;96;NATAL;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;906229.0;Automóvel;RENAULT/SANDERO DYNA 16;2014.0;Passageiro;Lesões Leves;29.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
513873.0;1128146.0;2023-03-31;sexta-feira;10:00:00;RN;101.0;96;NATAL;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;906229.0;Automóvel;RENAULT/SANDERO DYNA 16;2014.0;Passageiro;Lesões Leves;60.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
513873.0;1127736.0;2023-03-31;sexta-feira;10:00:00;RN;101.0;96;NATAL;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;906233.0;Automóvel;HONDA/CIVIC LXR;2014.0;Condutor;Ileso;32.0;Masculino;1.0;0.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
513963.0;1126243.0;2023-03-31;sexta-feira;18:00:00;RN;101.0;98;NATAL;Sim;Manobra de mudança de faixa;1;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;906478.0;Motocicleta;HONDA/CG 160 FAN;2021.0;Condutor;Lesões Leves;23.0;Masculino;0.0;1.0;0.0;0.0;-5,86567888;-35,21651625;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
514270.0;1126681.0;2023-04-02;domingo;01:30:00;RN;101.0;95,5;NATAL;Sim;Animais na Pista;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;906950.0;Utilitário;JEEP/COMPASS LONGITUDE D;2020.0;Condutor;Lesões Leves;36.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
514270.0;1126681.0;2023-04-02;domingo;01:30:00;RN;101.0;95,5;NATAL;Sim;Animais na Pista;2;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;906950.0;Utilitário;JEEP/COMPASS LONGITUDE D;2020.0;Condutor;Lesões Leves;36.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
514270.0;1126681.0;2023-04-02;domingo;01:30:00;RN;101.0;95,5;NATAL;Sim;Animais na Pista;1;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;906950.0;Utilitário;JEEP/COMPASS LONGITUDE D;2020.0;Condutor;Lesões Leves;36.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
514610.0;1127479.0;2023-04-03;segunda-feira;16:45:00;RN;101.0;78;NATAL;Sim;Ausência de reação do condutor;1;Queda de ocupante de veículo;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Dupla;Reta;Sim;907576.0;Motocicleta;YAMAHA/XTZ150 CROSSER S;2018.0;Condutor;Lesões Leves;47.0;Masculino;0.0;1.0;0.0;0.0;-5,74071896;-35,29021064;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
514832.0;1128095.0;2023-04-04;terça-feira;19:00:00;RN;101.0;93,6;NATAL;Não;Faixas de trânsito com largura insuficiente;1;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Múltipla;Curva;Sim;908043.0;Ônibus;VW/15.190 EOD E.HD ORE;2019.0;Condutor;Ileso;45.0;Masculino;1.0;0.0;0.0;0.0;-5,83176615;-35,21191342;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
514832.0;1128093.0;2023-04-04;terça-feira;19:00:00;RN;101.0;93,6;NATAL;Não;Faixas de trânsito com largura insuficiente;1;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Múltipla;Curva;Sim;908042.0;Utilitário;I/MMC ASX 2.0 4WD;2012.0;Condutor;Ileso;43.0;Feminino;1.0;0.0;0.0;0.0;-5,83176615;-35,21191342;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
514832.0;1128095.0;2023-04-04;terça-feira;19:00:00;RN;101.0;93,6;NATAL;Sim;Ausência de sinalização;1;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Múltipla;Curva;Sim;908043.0;Ônibus;VW/15.190 EOD E.HD ORE;2019.0;Condutor;Ileso;45.0;Masculino;1.0;0.0;0.0;0.0;-5,83176615;-35,21191342;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
514832.0;1128093.0;2023-04-04;terça-feira;19:00:00;RN;101.0;93,6;NATAL;Sim;Ausência de sinalização;1;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Múltipla;Curva;Sim;908042.0;Utilitário;I/MMC ASX 2.0 4WD;2012.0;Condutor;Ileso;43.0;Feminino;1.0;0.0;0.0;0.0;-5,83176615;-35,21191342;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
515055.0;1128703.0;2023-04-05;quarta-feira;18:37:00;RN;101.0;83;NATAL;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;908467.0;Motocicleta;HONDA/NXR150 BROS MIX ES;2010.0;Condutor;Lesões Leves;33.0;Masculino;0.0;1.0;0.0;0.0;-5,7710445;-35,26616981;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
515055.0;1131573.0;2023-04-05;quarta-feira;18:37:00;RN;101.0;83;NATAL;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;908467.0;Motocicleta;HONDA/NXR150 BROS MIX ES;2010.0;Passageiro;Lesões Leves;22.0;Feminino;0.0;1.0;0.0;0.0;-5,7710445;-35,26616981;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
515055.0;1131650.0;2023-04-05;quarta-feira;18:37:00;RN;101.0;83;NATAL;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;910558.0;Automóvel;Não Informado/Não Informado;0.0;Condutor;Ileso;;Ignorado;1.0;0.0;0.0;0.0;-5,7710445;-35,26616981;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
515546.0;1130164.0;2023-04-08;sábado;07:38:00;RN;101.0;96;NATAL;Sim;Ausência de reação do condutor;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;909499.0;Motocicleta;YAMAHA/YBR125 FACTOR K1;2014.0;Condutor;Lesões Leves;38.0;Feminino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
515546.0;1130167.0;2023-04-08;sábado;07:38:00;RN;101.0;96;NATAL;Sim;Ausência de reação do condutor;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;909499.0;Motocicleta;YAMAHA/YBR125 FACTOR K1;2014.0;Passageiro;Lesões Leves;30.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
515546.0;1130165.0;2023-04-08;sábado;07:38:00;RN;101.0;96;NATAL;Sim;Ausência de reação do condutor;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;909500.0;Motocicleta;YAMAHA/FACTOR YBR125 K;2011.0;Condutor;Lesões Leves;39.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131954.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;4;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Condutor;Lesões Leves;30.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131955.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;4;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Passageiro;Lesões Leves;32.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131953.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;4;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910801.0;Automóvel;CHEVROLET/ONIX 1.0MT LT;2015.0;Condutor;Ileso;68.0;Masculino;1.0;0.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131954.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;4;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Condutor;Lesões Leves;30.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131955.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;4;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Passageiro;Lesões Leves;32.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131953.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;4;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910801.0;Automóvel;CHEVROLET/ONIX 1.0MT LT;2015.0;Condutor;Ileso;68.0;Masculino;1.0;0.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131954.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Condutor;Lesões Leves;30.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131955.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Passageiro;Lesões Leves;32.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131953.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910801.0;Automóvel;CHEVROLET/ONIX 1.0MT LT;2015.0;Condutor;Ileso;68.0;Masculino;1.0;0.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131954.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Condutor;Lesões Leves;30.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131955.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Passageiro;Lesões Leves;32.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131953.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;3;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910801.0;Automóvel;CHEVROLET/ONIX 1.0MT LT;2015.0;Condutor;Ileso;68.0;Masculino;1.0;0.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131954.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Condutor;Lesões Leves;30.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131955.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Passageiro;Lesões Leves;32.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131953.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910801.0;Automóvel;CHEVROLET/ONIX 1.0MT LT;2015.0;Condutor;Ileso;68.0;Masculino;1.0;0.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131954.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Condutor;Lesões Leves;30.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131955.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Passageiro;Lesões Leves;32.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131953.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910801.0;Automóvel;CHEVROLET/ONIX 1.0MT LT;2015.0;Condutor;Ileso;68.0;Masculino;1.0;0.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131954.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Condutor;Lesões Leves;30.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131955.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Passageiro;Lesões Leves;32.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131953.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Não;Restrição de visibilidade em curvas horizontais;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910801.0;Automóvel;CHEVROLET/ONIX 1.0MT LT;2015.0;Condutor;Ileso;68.0;Masculino;1.0;0.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131954.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Condutor;Lesões Leves;30.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131955.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910802.0;Motocicleta;HONDA/NXR150 BROS ESD;2013.0;Passageiro;Lesões Leves;32.0;Masculino;0.0;1.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516204.0;1131953.0;2023-04-11;terça-feira;09:00:00;RN;101.0;99,6;NATAL;Sim;Reação tardia ou ineficiente do condutor;1;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;"Curva;Interseção de Vias";Sim;910801.0;Automóvel;CHEVROLET/ONIX 1.0MT LT;2015.0;Condutor;Ileso;68.0;Masculino;1.0;0.0;0.0;0.0;-5,876414;-35,222534;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516505.0;1132502.0;2023-04-13;quinta-feira;06:00:00;RN;101.0;96;NATAL;Sim;Pedestre andava na pista;1;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Simples;Curva;Sim;911220.0;Ônibus;VW/MPOLO IDEALE R;2013.0;Condutor;Ileso;46.0;Masculino;1.0;0.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516505.0;1138163.0;2023-04-13;quinta-feira;06:00:00;RN;101.0;96;NATAL;Sim;Pedestre andava na pista;1;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Simples;Curva;Sim;915708.0;Carro de mão;Não Informado/Não Informado;0.0;Condutor;Óbito;51.0;Masculino;0.0;0.0;0.0;1.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516505.0;1132508.0;2023-04-13;quinta-feira;06:00:00;RN;101.0;96;NATAL;Sim;Pedestre andava na pista;1;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Simples;Curva;Sim;;;NA/NA;;Pedestre;Lesões Leves;35.0;Masculino;0.0;1.0;0.0;0.0;-5,84949622;-35,20890752;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516631.0;1132720.0;2023-04-13;quinta-feira;18:31:00;RN;101.0;98;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;911384.0;Automóvel;VW/UP MOVE MB;2015.0;Condutor;Ileso;41.0;Masculino;1.0;0.0;0.0;0.0;-5,86567888;-35,21651625;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516631.0;1132722.0;2023-04-13;quinta-feira;18:31:00;RN;101.0;98;NATAL;Sim;Condutor deixou de manter distância do veículo da frente;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;911385.0;Motocicleta;HONDA/CG 150 FAN ESI;2012.0;Condutor;Lesões Leves;26.0;Masculino;0.0;1.0;0.0;0.0;-5,86567888;-35,21651625;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516681.0;1132863.0;2023-04-14;sexta-feira;05:50:00;RN;101.0;84;NATAL;Sim;Ingestão de álcool pelo condutor;1;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;"Declive;Reta";Sim;911504.0;Automóvel;FIAT/UNO MILLE FIRE;2002.0;Condutor;Ileso;42.0;Masculino;1.0;0.0;0.0;0.0;-5,774175;-35,2578;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
516681.0;1132955.0;2023-04-14;sexta-feira;05:50:00;RN;101.0;84;NATAL;Sim;Ingestão de álcool pelo condutor;1;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;"Declive;Reta";Sim;911569.0;Ônibus;M.BENZ/MPOLO TORINO U;2013.0;Condutor;Ileso;47.0;Masculino;1.0;0.0;0.0;0.0;-5,774175;-35,2578;SPRF-RN;DEL02-RN;UOP01-DEL02-RN
516708.0;1133947.0;2023-04-14;sexta-feira;08:00:00;RN;101.0;98;NATAL;Não;Velocidade Incompatível;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Reta;Sim;911588.0;Automóvel;HYUNDAI/HB20 1.0M COMFOR;2017.0;Condutor;Ileso;43.0;Masculino;1.0;0.0;0.0;0.0;-5,86567888;-35,21651625;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516708.0;1133945.0;2023-04-14;sexta-feira;08:00:00;RN;101.0;98;NATAL;Não;Velocidade Incompatível;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Reta;Sim;911585.0;Caminhonete;MMC/L200 TRITON SPT GL;2018.0;Condutor;Ileso;32.0;Masculino;1.0;0.0;0.0;0.0;-5,86567888;-35,21651625;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
516708.0;1133936.0;2023-04-14;sexta-feira;08:00:00;RN;101.0;98;NATAL;Não;Velocidade Incompatível;1;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Reta;Sim;911586.0;Automóvel;CHEVROLET/ONIX 1.4MT LT;2018.0;Condutor;Ileso;27.0;Masculino;1.0;0.0;0.0;0.0;-5,86567888;-35,21651625;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
